log_id,user_id,session_id,timestamp,date,country,city,device_type,browser,service_name,request_type,traffic_source,campaign_name,campaign_type,customer_segment,subscription_type,engagement_score,time_on_page_seconds,pages_visited,bounce_rate,demo_requested,event_registered,ai_assistant_used,sale_confirmed,revenue,profit,customer_value,service_rating,renewal_status,response_time_ms,response_code,error_flag,sales_target
403438,U403438,S256849,2026-05-06 18:55:25,2026-05-06,Kenya,Mombasa,Laptop,Chrome,Digital Infrastructure Prototyping,Technical Support,Organic Search,Government Digital Safety,Search Ads,Financial Institution,Free Trial,77,659,4,0.68,0,0,1,0,0,0.0,1740,2.3,Not Applicable,529,403,1,14599.96
296137,U296137,S478788,2026-05-06 21:24:32,2026-05-06,Botswana,Maun,Mobile,Edge,Predictive System Maintenance,Pricing Request,Organic Search,Banking Cyber Resilience,Email Campaign,Large Enterprise,Enterprise,96,509,11,0.19,0,1,1,1,16889,5753.94,19359,3.2,Not Applicable,598,200,0,17759.77
314619,U314619,S596548,2026-04-24 09:48:27,2026-04-24,Mozambique,Maputo,Mobile,Firefox,Automated Risk Assessment,Event Registration,Referral,CyberShield Launch,Search Ads,Government Agency,Professional,74,830,11,0.54,0,1,1,0,0,0.0,2030,2.0,Renewed,689,400,1,11448.69
273363,U273363,S807940,2026-03-23 15:46:04,2026-03-23,Ghana,Kumasi,Laptop,Safari,Digital Infrastructure Prototyping,AI Assistant Query,Referral,Government Digital Safety,Social Media,Technology Partner,Professional,21,382,8,0.34,0,0,1,0,0,0.0,820,3.6,Pending,734,400,1,24236.16
490518,U490518,S583505,2026-02-02 23:44:34,2026-02-02,Zambia,Ndola,Mobile,Chrome,AI Cyber Assistant,Event Registration,Referral,SME Security Awareness,Social Media,SME,Professional,81,244,12,0.46,1,1,0,0,0,0.0,2220,4.1,At Risk,469,400,1,8881.75
34559,U034559,S562413,2026-03-09 23:36:18,2026-03-09,Mozambique,Maputo,Laptop,Edge,Predictive System Maintenance,Product Inquiry,Direct,Banking Cyber Resilience,Email Campaign,Technology Partner,Basic,48,653,7,0.17,0,0,1,0,0,0.0,1310,4.3,Renewed,448,301,1,15759.99
81569,U081569,S739040,2026-05-09 16:18:40,2026-05-09,Rwanda,Kigali,Laptop,Chrome,Predictive System Maintenance,Pricing Request,Organic Search,CyberShield Launch,Referral Campaign,Government Agency,Free Trial,31,524,4,0.6,0,0,0,0,0,0.0,820,2.8,Not Applicable,465,200,0,14556.86
301444,U301444,S480002,2026-03-16 01:09:56,2026-03-16,Mozambique,Beira,Laptop,Edge,Digital Infrastructure Prototyping,AI Assistant Query,Email Campaign,SME Security Awareness,Search Ads,Financial Institution,Professional,80,114,14,0.14,0,1,1,1,18712,8469.56,21012,3.9,Pending,741,200,0,17957.01
420084,U420084,S384998,2026-01-17 11:01:54,2026-01-17,Botswana,Gaborone,Laptop,Chrome,Real-Time Threat Monitoring,AI Assistant Query,Organic Search,AI Assistant Webinar,Social Media,SME,Enterprise,50,250,7,0.46,0,0,1,1,14043,7659.84,15393,4.1,Not Applicable,575,200,0,13041.43
381593,U381593,S981777,2026-01-25 14:28:09,2026-01-25,Namibia,Windhoek,Laptop,Safari,Real-Time Threat Monitoring,Technical Support,Email Campaign,AI Assistant Webinar,Social Media,SME,Basic,54,622,12,0.74,0,0,0,0,0,0.0,1680,4.5,Pending,1099,200,0,10023.24
464238,U464238,S826409,2026-01-24 10:40:50,2026-01-24,Rwanda,Kigali,Mobile,Edge,Predictive System Maintenance,Technical Support,Google Ads,CyberShield Launch,Webinar,Technology Partner,Basic,39,230,8,0.24,0,0,0,0,0,0.0,1180,2.4,Not Applicable,539,400,1,19360.35
380822,U380822,S449683,2026-02-26 10:47:18,2026-02-26,Botswana,Palapye,Mobile,Edge,Digital Infrastructure Prototyping,Event Registration,Direct,Banking Cyber Resilience,Email Campaign,SME,Enterprise,55,487,11,0.63,0,1,0,0,0,0.0,1650,2.5,Not Applicable,321,200,0,22839.68
384117,U384117,S369783,2026-05-02 05:08:28,2026-05-02,Namibia,Windhoek,Laptop,Safari,Digital Infrastructure Prototyping,Event Registration,Direct,SME Security Awareness,Social Media,Government Agency,Enterprise,35,799,12,0.56,0,1,0,0,0,0.0,1300,3.4,Not Applicable,162,200,0,14528.58
144761,U144761,S701044,2026-03-17 07:36:45,2026-03-17,South Africa,Cape Town,Laptop,Chrome,Digital Infrastructure Prototyping,Technical Support,Referral,AI Assistant Webinar,Search Ads,Government Agency,Professional,33,301,9,0.31,0,0,1,0,0,0.0,1110,2.1,Pending,464,404,1,18397.66
81270,U081270,S559751,2026-03-04 23:58:06,2026-03-04,Ghana,Kumasi,Tablet,Chrome,Digital Infrastructure Prototyping,Product Inquiry,Organic Search,Banking Cyber Resilience,Search Ads,SME,Basic,89,263,10,0.42,0,0,0,0,0,0.0,2280,3.7,At Risk,552,200,0,18911.22
441878,U441878,S982610,2026-01-21 12:13:50,2026-01-21,Zambia,Lusaka,Desktop,Chrome,AI Cyber Assistant,AI Assistant Query,LinkedIn Ads,Threat Monitoring Promo,Social Media,Technology Partner,Professional,76,100,9,0.25,0,0,1,0,0,0.0,1970,4.2,Not Applicable,639,500,1,5223.46
275581,U275581,S529373,2026-01-31 08:58:38,2026-01-31,Ghana,Accra,Tablet,Firefox,Digital Infrastructure Prototyping,AI Assistant Query,Direct,Threat Monitoring Promo,Search Ads,Large Enterprise,Free Trial,23,730,9,0.31,0,0,1,0,0,0.0,910,3.7,Not Applicable,846,500,1,17743.2
158311,U158311,S345251,2026-04-17 00:10:21,2026-04-17,Nigeria,Abuja,Desktop,Safari,AI Cyber Assistant,Technical Support,Facebook,Threat Monitoring Promo,Search Ads,Large Enterprise,Free Trial,25,755,2,0.5,1,0,1,0,0,0.0,600,3.9,Not Applicable,771,200,0,6679.75
435405,U435405,S219193,2026-01-27 22:18:42,2026-01-27,Rwanda,Kigali,Desktop,Safari,Automated Risk Assessment,Pricing Request,Referral,CyberShield Launch,Awareness Campaign,Financial Institution,Professional,94,642,3,0.45,0,0,0,0,0,0.0,2030,3.0,Renewed,619,404,1,12256.4
68167,U068167,S336105,2026-05-02 13:22:50,2026-05-02,Mozambique,Maputo,Desktop,Safari,Automated Risk Assessment,Pricing Request,Referral,Threat Monitoring Promo,Social Media,Technology Partner,Enterprise,35,553,2,0.65,0,0,0,0,0,0.0,800,4.2,Not Applicable,100,200,0,7579.8
168636,U168636,S984480,2026-03-17 05:37:11,2026-03-17,Nigeria,Lagos,Tablet,Firefox,AI Cyber Assistant,AI Assistant Query,LinkedIn Ads,SME Security Awareness,Email Campaign,Government Agency,Free Trial,79,709,4,0.29,0,0,1,0,0,0.0,1780,1.5,Not Applicable,553,200,0,7720.63
234512,U234512,S919606,2026-02-28 00:16:23,2026-02-28,Mozambique,Beira,Laptop,Firefox,Real-Time Threat Monitoring,Product Inquiry,Referral,Threat Monitoring Promo,Search Ads,Large Enterprise,Professional,35,162,3,0.53,0,0,0,0,0,0.0,850,3.4,At Risk,639,200,0,15647.94
249720,U249720,S953776,2026-03-17 08:20:50,2026-03-17,Kenya,Nairobi,Laptop,Safari,Real-Time Threat Monitoring,AI Assistant Query,Email Campaign,Government Digital Safety,Awareness Campaign,Large Enterprise,Enterprise,21,744,1,0.32,0,0,1,0,0,0.0,470,2.0,Not Applicable,683,200,0,11193.3
295289,U295289,S212199,2026-04-18 15:40:29,2026-04-18,Namibia,Windhoek,Laptop,Chrome,Automated Risk Assessment,Product Inquiry,Organic Search,SME Security Awareness,Email Campaign,SME,Basic,95,724,6,0.31,0,1,0,0,0,0.0,2200,4.2,Pending,928,200,0,10746.93
417136,U417136,S570989,2026-03-11 08:03:48,2026-03-11,Mozambique,Maputo,Mobile,Chrome,AI Cyber Assistant,Event Registration,Referral,SME Security Awareness,Awareness Campaign,Financial Institution,Professional,62,702,5,0.77,0,1,0,0,0,0.0,1490,3.2,Pending,847,403,1,6956.08
101124,U101124,S932549,2026-02-22 09:01:42,2026-02-22,Zambia,Ndola,Mobile,Firefox,Real-Time Threat Monitoring,Product Inquiry,Google Ads,Threat Monitoring Promo,Webinar,Financial Institution,Free Trial,96,222,13,0.55,0,0,0,0,0,0.0,2570,3.1,Not Applicable,427,200,0,10854.48
117301,U117301,S391086,2026-01-20 17:22:19,2026-01-20,Nigeria,Lagos,Desktop,Chrome,Predictive System Maintenance,Schedule Demo,LinkedIn Ads,SME Security Awareness,Social Media,Large Enterprise,Free Trial,23,542,3,0.08,1,0,0,1,17076,6394.29,17686,4.4,Not Applicable,539,200,0,17586.6
243647,U243647,S663729,2026-02-03 20:42:08,2026-02-03,Botswana,Gaborone,Laptop,Chrome,Real-Time Threat Monitoring,Pricing Request,Facebook,Government Digital Safety,Email Campaign,Large Enterprise,Basic,54,417,12,0.77,0,0,0,0,0,0.0,1680,4.3,Not Applicable,1095,400,1,9998.12
111549,U111549,S844601,2026-03-25 02:23:18,2026-03-25,South Africa,Johannesburg,Desktop,Firefox,AI Cyber Assistant,AI Assistant Query,Facebook,Banking Cyber Resilience,Awareness Campaign,Financial Institution,Free Trial,36,212,4,0.46,0,0,1,0,0,0.0,920,2.4,Not Applicable,935,400,1,7017.96
162839,U162839,S828454,2026-04-10 11:01:23,2026-04-10,Ghana,Accra,Mobile,Safari,Automated Risk Assessment,Schedule Demo,Organic Search,CyberShield Launch,Awareness Campaign,Technology Partner,Free Trial,48,130,9,0.16,1,0,1,0,0,0.0,1410,1.9,Not Applicable,586,403,1,9435.44
477227,U477227,S389168,2026-04-01 09:59:10,2026-04-01,Zambia,Lusaka,Mobile,Edge,Real-Time Threat Monitoring,Technical Support,Organic Search,Banking Cyber Resilience,Search Ads,Large Enterprise,Basic,71,402,1,0.21,1,1,0,1,12524,4906.61,13994,4.5,Renewed,182,200,0,10593.63
51955,U051955,S789417,2026-02-19 19:25:54,2026-02-19,South Africa,Cape Town,Tablet,Chrome,Automated Risk Assessment,Event Registration,Direct,Government Digital Safety,Social Media,Technology Partner,Free Trial,37,400,12,0.1,0,1,0,0,0,0.0,1340,3.3,Not Applicable,605,400,1,9292.8
101298,U101298,S695361,2026-02-14 12:01:20,2026-02-14,Rwanda,Kigali,Laptop,Chrome,Predictive System Maintenance,Pricing Request,Email Campaign,Banking Cyber Resilience,Webinar,Government Agency,Enterprise,55,865,8,0.23,0,1,0,0,0,0.0,1500,2.5,At Risk,492,200,0,20704.99
88994,U088994,S225131,2026-02-21 09:15:49,2026-02-21,Mozambique,Beira,Laptop,Chrome,Digital Infrastructure Prototyping,Pricing Request,Email Campaign,CyberShield Launch,Search Ads,Technology Partner,Basic,99,88,6,0.75,1,0,0,0,0,0.0,2280,4.5,Not Applicable,545,200,0,19526.03
193808,U193808,S149418,2026-01-29 15:38:42,2026-01-29,Rwanda,Kigali,Tablet,Firefox,Automated Risk Assessment,Schedule Demo,Referral,AI Assistant Webinar,Referral Campaign,Technology Partner,Professional,86,403,6,0.59,1,0,0,0,0,0.0,2020,1.9,Pending,106,200,0,10658.79
89350,U089350,S206653,2026-04-09 16:09:09,2026-04-09,Kenya,Mombasa,Desktop,Firefox,Automated Risk Assessment,Schedule Demo,Direct,Banking Cyber Resilience,Email Campaign,Government Agency,Basic,68,106,2,0.64,1,1,0,1,9831,3776.59,11291,3.1,Renewed,516,200,0,9446.65
102499,U102499,S577181,2026-03-10 18:20:27,2026-03-10,Ghana,Accra,Desktop,Chrome,Real-Time Threat Monitoring,Event Registration,Google Ads,CyberShield Launch,Referral Campaign,Large Enterprise,Enterprise,36,752,8,0.55,0,1,1,0,0,0.0,1120,2.1,Renewed,462,200,0,14148.0
262019,U262019,S440589,2026-03-09 17:07:55,2026-03-09,South Africa,Durban,Mobile,Firefox,Predictive System Maintenance,AI Assistant Query,Email Campaign,CyberShield Launch,Awareness Campaign,SME,Free Trial,36,409,8,0.42,0,0,1,0,0,0.0,1120,2.1,Not Applicable,768,301,1,16299.97
132900,U132900,S958279,2026-02-09 11:49:28,2026-02-09,Ghana,Kumasi,Desktop,Safari,Automated Risk Assessment,Technical Support,Google Ads,Banking Cyber Resilience,Email Campaign,Financial Institution,Enterprise,22,383,2,0.06,0,0,0,0,0,0.0,540,3.7,At Risk,280,200,0,10329.37
258311,U258311,S111441,2026-02-03 06:43:15,2026-02-03,Ghana,Accra,Laptop,Chrome,Automated Risk Assessment,AI Assistant Query,Facebook,AI Assistant Webinar,Referral Campaign,Large Enterprise,Professional,76,175,1,0.17,0,0,1,0,0,0.0,1570,3.4,Pending,616,200,0,7377.18
11458,U011458,S685158,2026-02-28 06:13:29,2026-02-28,Zambia,Ndola,Mobile,Safari,Digital Infrastructure Prototyping,Product Inquiry,Email Campaign,AI Assistant Webinar,Social Media,Technology Partner,Enterprise,58,733,6,0.82,0,0,0,0,0,0.0,1460,3.2,Renewed,186,301,1,20240.48
335580,U335580,S610261,2026-03-27 16:47:58,2026-03-27,Zimbabwe,Bulawayo,Mobile,Safari,AI Cyber Assistant,Product Inquiry,Google Ads,Government Digital Safety,Webinar,Financial Institution,Free Trial,50,398,7,0.28,0,0,1,0,0,0.0,1350,3.5,Not Applicable,596,500,1,7338.54
108002,U108002,S605647,2026-01-29 18:20:51,2026-01-29,Rwanda,Kigali,Laptop,Edge,Predictive System Maintenance,Technical Support,Google Ads,Government Digital Safety,Awareness Campaign,Financial Institution,Enterprise,59,313,5,0.64,0,0,0,0,0,0.0,1430,2.1,At Risk,684,301,1,14482.33
438161,U438161,S496235,2026-01-15 00:58:37,2026-01-15,Namibia,Swakopmund,Desktop,Safari,Digital Infrastructure Prototyping,Product Inquiry,Google Ads,Threat Monitoring Promo,Awareness Campaign,Technology Partner,Enterprise,47,192,12,0.74,0,0,0,0,0,0.0,1540,2.2,Not Applicable,695,301,1,16254.92
373065,U373065,S286937,2026-01-04 15:30:25,2026-01-04,Botswana,Gaborone,Desktop,Firefox,Predictive System Maintenance,Product Inquiry,LinkedIn Ads,Threat Monitoring Promo,Referral Campaign,Financial Institution,Professional,88,491,2,0.3,1,0,1,0,0,0.0,1860,1.6,Pending,934,200,0,19623.02
116920,U116920,S452498,2026-05-06 13:30:37,2026-05-06,Namibia,Windhoek,Desktop,Edge,Predictive System Maintenance,Pricing Request,Direct,Threat Monitoring Promo,Awareness Campaign,SME,Professional,83,788,12,0.24,0,0,1,1,15645,7182.49,17905,3.5,Not Applicable,167,200,0,14617.07
133983,U133983,S157445,2026-01-23 13:23:41,2026-01-23,Nigeria,Abuja,Mobile,Chrome,Predictive System Maintenance,Technical Support,Organic Search,Threat Monitoring Promo,Email Campaign,Technology Partner,Professional,81,294,8,0.07,0,0,0,1,17223,5127.11,19243,3.4,At Risk,965,500,1,12685.88
86816,U086816,S988501,2026-01-12 20:23:44,2026-01-12,Zimbabwe,Harare,Laptop,Firefox,Real-Time Threat Monitoring,Schedule Demo,Email Campaign,Banking Cyber Resilience,Awareness Campaign,Large Enterprise,Basic,95,184,9,0.09,1,0,1,0,0,0.0,2350,2.3,Pending,808,301,1,15088.83
262218,U262218,S172386,2026-03-10 04:52:28,2026-03-10,South Africa,Durban,Tablet,Safari,Real-Time Threat Monitoring,AI Assistant Query,LinkedIn Ads,Threat Monitoring Promo,Email Campaign,Technology Partner,Professional,38,58,1,0.5,0,0,1,0,0,0.0,810,4.0,At Risk,892,404,1,16772.42
31355,U031355,S640013,2026-02-04 04:01:19,2026-02-04,Mozambique,Beira,Laptop,Firefox,Automated Risk Assessment,AI Assistant Query,Organic Search,Government Digital Safety,Email Campaign,Technology Partner,Enterprise,92,703,8,0.29,0,1,1,0,0,0.0,2240,4.3,At Risk,339,403,1,8366.22
219569,U219569,S713414,2026-05-03 06:20:05,2026-05-03,Zimbabwe,Bulawayo,Laptop,Firefox,Real-Time Threat Monitoring,Schedule Demo,Organic Search,Government Digital Safety,Email Campaign,SME,Free Trial,42,545,12,0.62,1,0,0,0,0,0.0,1440,4.5,Not Applicable,545,200,0,11744.69
192222,U192222,S246640,2026-05-06 22:48:11,2026-05-06,Mozambique,Maputo,Tablet,Firefox,Automated Risk Assessment,Technical Support,LinkedIn Ads,Government Digital Safety,Referral Campaign,Financial Institution,Free Trial,25,707,11,0.61,0,0,0,0,0,0.0,1050,2.5,Not Applicable,653,404,1,11005.08
288625,U288625,S361024,2026-02-01 03:56:25,2026-02-01,Zimbabwe,Bulawayo,Mobile,Chrome,Automated Risk Assessment,Technical Support,Organic Search,CyberShield Launch,Referral Campaign,Government Agency,Enterprise,53,87,6,0.12,0,0,0,0,0,0.0,1360,2.5,Renewed,794,200,0,9571.55
419570,U419570,S445040,2026-05-10 11:22:23,2026-05-10,Mozambique,Maputo,Desktop,Safari,Real-Time Threat Monitoring,Product Inquiry,Referral,AI Assistant Webinar,Webinar,Financial Institution,Enterprise,64,359,3,0.64,0,0,0,0,0,0.0,1430,4.3,Pending,551,500,1,11914.22
150814,U150814,S328785,2026-02-14 20:21:51,2026-02-14,Zimbabwe,Harare,Tablet,Firefox,Digital Infrastructure Prototyping,AI Assistant Query,Direct,Banking Cyber Resilience,Awareness Campaign,Technology Partner,Free Trial,52,884,10,0.49,1,1,1,0,0,0.0,1540,2.9,Not Applicable,621,200,0,19029.28
4635,U004635,S145944,2026-03-30 00:30:24,2026-03-30,Zimbabwe,Harare,Laptop,Edge,Predictive System Maintenance,Product Inquiry,LinkedIn Ads,Government Digital Safety,Social Media,Large Enterprise,Basic,28,341,6,0.42,0,0,1,1,15737,5996.39,16597,4.2,Pending,1197,200,0,20053.28
250174,U250174,S796475,2026-04-17 21:34:34,2026-04-17,Rwanda,Kigali,Laptop,Safari,Predictive System Maintenance,Pricing Request,Email Campaign,SME Security Awareness,Webinar,Government Agency,Free Trial,93,280,3,0.28,0,0,0,0,0,0.0,2010,3.1,Not Applicable,388,403,1,15577.93
375981,U375981,S987412,2026-04-18 11:21:47,2026-04-18,Ghana,Accra,Desktop,Chrome,AI Cyber Assistant,Pricing Request,LinkedIn Ads,AI Assistant Webinar,Referral Campaign,Government Agency,Free Trial,71,899,2,0.8,0,0,1,0,0,0.0,1520,1.6,Not Applicable,846,200,0,5932.17
464817,U464817,S842500,2026-02-22 11:02:36,2026-02-22,South Africa,Durban,Laptop,Edge,Automated Risk Assessment,Pricing Request,Email Campaign,SME Security Awareness,Social Media,Technology Partner,Free Trial,20,470,10,0.27,0,0,0,0,0,0.0,900,4.0,Not Applicable,341,403,1,12212.07
84177,U084177,S212751,2026-01-18 20:16:26,2026-01-18,Namibia,Windhoek,Desktop,Firefox,Digital Infrastructure Prototyping,Schedule Demo,Organic Search,CyberShield Launch,Social Media,Large Enterprise,Enterprise,27,852,1,0.49,1,1,0,1,19332,9770.97,19922,4.3,Not Applicable,735,301,1,21759.91
242138,U242138,S630370,2026-03-08 11:48:39,2026-03-08,Rwanda,Kigali,Laptop,Chrome,AI Cyber Assistant,Schedule Demo,Organic Search,Banking Cyber Resilience,Referral Campaign,Technology Partner,Professional,21,715,9,0.28,1,0,1,0,0,0.0,870,3.1,Renewed,410,200,0,7711.11
392113,U392113,S209632,2026-04-14 20:12:38,2026-04-14,Ghana,Kumasi,Desktop,Edge,Real-Time Threat Monitoring,Event Registration,Organic Search,Threat Monitoring Promo,Referral Campaign,Large Enterprise,Basic,35,100,9,0.69,0,1,0,0,0,0.0,1150,3.3,Not Applicable,879,200,0,15168.57
258554,U258554,S350674,2026-02-19 11:37:03,2026-02-19,Zambia,Lusaka,Laptop,Chrome,Automated Risk Assessment,Product Inquiry,Google Ads,Threat Monitoring Promo,Email Campaign,Large Enterprise,Free Trial,63,868,1,0.39,0,0,1,0,0,0.0,1310,2.3,Not Applicable,261,200,0,12085.34
345428,U345428,S760285,2026-02-27 12:54:56,2026-02-27,Mozambique,Maputo,Laptop,Edge,Real-Time Threat Monitoring,Pricing Request,LinkedIn Ads,Threat Monitoring Promo,Email Campaign,SME,Professional,90,668,3,0.83,0,0,0,0,0,0.0,1950,1.7,Renewed,358,200,0,13580.95
195701,U195701,S539762,2026-05-11 02:35:25,2026-05-11,Namibia,Swakopmund,Tablet,Safari,AI Cyber Assistant,AI Assistant Query,Referral,AI Assistant Webinar,Referral Campaign,Financial Institution,Basic,27,242,14,0.85,0,0,1,0,0,0.0,1240,2.5,Pending,531,301,1,6246.66
310207,U310207,S626289,2026-02-23 16:08:34,2026-02-23,Rwanda,Kigali,Mobile,Safari,Digital Infrastructure Prototyping,Technical Support,LinkedIn Ads,AI Assistant Webinar,Social Media,Government Agency,Enterprise,54,347,11,0.28,0,0,1,0,0,0.0,1630,3.1,Renewed,956,200,0,15928.48
376919,U376919,S680677,2026-05-05 17:42:45,2026-05-05,Rwanda,Kigali,Mobile,Firefox,Automated Risk Assessment,Pricing Request,Google Ads,CyberShield Launch,Referral Campaign,SME,Free Trial,27,78,6,0.11,1,1,0,0,0,0.0,840,2.8,Not Applicable,793,301,1,9344.27
104315,U104315,S723630,2026-02-10 13:05:07,2026-02-10,Nigeria,Abuja,Laptop,Edge,Real-Time Threat Monitoring,Pricing Request,LinkedIn Ads,Government Digital Safety,Referral Campaign,Financial Institution,Basic,28,651,5,0.73,0,0,0,0,0,0.0,810,2.0,Not Applicable,134,200,0,14035.4
170846,U170846,S784846,2026-03-28 14:53:42,2026-03-28,Rwanda,Kigali,Laptop,Safari,Predictive System Maintenance,Technical Support,Email Campaign,AI Assistant Webinar,Email Campaign,Large Enterprise,Basic,53,238,3,0.58,0,0,0,0,0,0.0,1210,2.2,At Risk,498,200,0,12695.1
421666,U421666,S943198,2026-01-21 15:36:55,2026-01-21,Kenya,Mombasa,Laptop,Firefox,Digital Infrastructure Prototyping,Schedule Demo,Facebook,Banking Cyber Resilience,Email Campaign,Large Enterprise,Free Trial,66,613,8,0.17,1,0,0,0,0,0.0,1720,3.5,Not Applicable,833,200,0,14533.87
432932,U432932,S495838,2026-03-03 23:14:49,2026-03-03,Ghana,Kumasi,Tablet,Firefox,Automated Risk Assessment,Event Registration,Referral,Threat Monitoring Promo,Social Media,Large Enterprise,Basic,52,277,10,0.57,1,1,1,0,0,0.0,1540,1.9,Renewed,737,301,1,10021.77
121342,U121342,S298839,2026-01-09 14:30:42,2026-01-09,Zimbabwe,Harare,Mobile,Edge,Predictive System Maintenance,AI Assistant Query,Facebook,AI Assistant Webinar,Email Campaign,Financial Institution,Professional,29,867,5,0.33,0,0,1,0,0,0.0,830,3.8,Pending,383,200,0,20950.73
356347,U356347,S699179,2026-02-08 03:45:50,2026-02-08,Ghana,Kumasi,Laptop,Chrome,Real-Time Threat Monitoring,Event Registration,LinkedIn Ads,Threat Monitoring Promo,Webinar,SME,Basic,31,185,5,0.73,0,1,0,0,0,0.0,870,4.1,At Risk,1013,500,1,14825.89
495618,U495618,S812705,2026-01-09 04:53:14,2026-01-09,Kenya,Nairobi,Mobile,Safari,Real-Time Threat Monitoring,AI Assistant Query,Facebook,Threat Monitoring Promo,Email Campaign,Financial Institution,Professional,69,140,11,0.31,0,0,1,0,0,0.0,1930,2.8,Pending,325,404,1,13279.04
7623,U007623,S285426,2026-04-27 03:02:31,2026-04-27,Mozambique,Beira,Tablet,Firefox,Digital Infrastructure Prototyping,Event Registration,Organic Search,Government Digital Safety,Search Ads,SME,Free Trial,59,531,1,0.65,0,1,0,0,0,0.0,1230,2.0,Not Applicable,1136,400,1,16086.33
155120,U155120,S918287,2026-01-21 14:25:50,2026-01-21,Zimbabwe,Harare,Laptop,Firefox,AI Cyber Assistant,Technical Support,Referral,Banking Cyber Resilience,Awareness Campaign,Government Agency,Basic,21,305,10,0.08,0,0,0,0,0,0.0,920,2.0,Renewed,718,200,0,9040.16
297140,U297140,S512700,2026-01-17 05:42:06,2026-01-17,Zimbabwe,Harare,Laptop,Edge,Real-Time Threat Monitoring,Schedule Demo,Organic Search,Government Digital Safety,Referral Campaign,Government Agency,Basic,95,67,7,0.71,1,0,0,0,0,0.0,2250,3.3,Not Applicable,837,200,0,13509.63
291453,U291453,S809234,2026-02-05 15:45:58,2026-02-05,Nigeria,Lagos,Laptop,Safari,Digital Infrastructure Prototyping,Event Registration,Google Ads,Threat Monitoring Promo,Referral Campaign,SME,Free Trial,79,778,13,0.38,0,1,0,0,0,0.0,2230,2.8,Not Applicable,312,403,1,22432.92
57187,U057187,S701764,2026-02-25 05:41:42,2026-02-25,Kenya,Nairobi,Tablet,Chrome,Automated Risk Assessment,AI Assistant Query,Google Ads,Government Digital Safety,Social Media,Large Enterprise,Free Trial,53,570,14,0.12,0,0,1,0,0,0.0,1760,2.9,Not Applicable,514,400,1,9189.9
375319,U375319,S272734,2026-03-16 15:55:10,2026-03-16,Mozambique,Beira,Tablet,Chrome,Predictive System Maintenance,Product Inquiry,Referral,Government Digital Safety,Webinar,Technology Partner,Basic,47,189,12,0.19,0,0,0,0,0,0.0,1540,4.3,Pending,701,400,1,13921.0
332891,U332891,S714948,2026-04-01 05:45:31,2026-04-01,Nigeria,Lagos,Mobile,Chrome,Real-Time Threat Monitoring,Technical Support,Organic Search,Threat Monitoring Promo,Email Campaign,SME,Professional,67,134,1,0.61,0,0,0,0,0,0.0,1390,2.7,At Risk,638,200,0,13460.42
52652,U052652,S876618,2026-03-16 07:42:57,2026-03-16,Zimbabwe,Harare,Laptop,Edge,AI Cyber Assistant,Technical Support,Direct,SME Security Awareness,Search Ads,Large Enterprise,Basic,91,194,14,0.36,0,0,1,0,0,0.0,2520,2.4,Pending,552,200,0,7589.78
437667,U437667,S459252,2026-05-09 16:00:48,2026-05-09,Zimbabwe,Bulawayo,Tablet,Edge,Predictive System Maintenance,Technical Support,Direct,Government Digital Safety,Email Campaign,Technology Partner,Basic,62,893,11,0.38,0,1,0,0,0,0.0,1790,3.4,Not Applicable,758,301,1,17159.89
461400,U461400,S609105,2026-01-20 11:39:06,2026-01-20,Ghana,Kumasi,Tablet,Chrome,Digital Infrastructure Prototyping,AI Assistant Query,Email Campaign,CyberShield Launch,Social Media,SME,Professional,20,702,12,0.24,0,0,1,0,0,0.0,1000,2.8,At Risk,806,301,1,21191.89
63799,U063799,S382463,2026-03-19 22:27:22,2026-03-19,Kenya,Mombasa,Tablet,Chrome,Automated Risk Assessment,AI Assistant Query,Direct,SME Security Awareness,Search Ads,Financial Institution,Basic,88,123,1,0.38,0,1,1,1,10718,4523.15,12528,2.6,At Risk,525,403,1,9359.4
404494,U404494,S585875,2026-03-15 04:28:20,2026-03-15,Ghana,Accra,Desktop,Firefox,AI Cyber Assistant,AI Assistant Query,Google Ads,AI Assistant Webinar,Social Media,Government Agency,Enterprise,60,239,7,0.15,1,0,1,0,0,0.0,1550,2.1,Not Applicable,480,500,1,5461.36
422605,U422605,S614503,2026-04-07 10:15:31,2026-04-07,Namibia,Windhoek,Laptop,Edge,Predictive System Maintenance,Pricing Request,LinkedIn Ads,AI Assistant Webinar,Referral Campaign,SME,Enterprise,24,43,2,0.65,0,0,0,0,0,0.0,580,3.5,Renewed,586,400,1,20405.48
22896,U022896,S927599,2026-02-15 20:41:48,2026-02-15,Namibia,Swakopmund,Tablet,Edge,Digital Infrastructure Prototyping,Technical Support,Organic Search,AI Assistant Webinar,Email Campaign,SME,Enterprise,42,222,6,0.49,0,0,1,0,0,0.0,1140,3.4,At Risk,310,404,1,16303.62
106046,U106046,S605646,2026-02-10 07:13:29,2026-02-10,Namibia,Swakopmund,Laptop,Firefox,Real-Time Threat Monitoring,Product Inquiry,Google Ads,AI Assistant Webinar,Email Campaign,Large Enterprise,Professional,23,535,11,0.24,0,1,0,0,0,0.0,1010,2.9,Renewed,917,200,0,11620.45
